I.KEY.Grant.Application.ID,I.FAC.Faculty.No..1,I.FAC.Faculty.No..10,I.FAC.Faculty.No..11,I.FAC.Faculty.No..12,I.FAC.Faculty.No..13,I.FAC.Faculty.No..14,I.FAC.Faculty.No..15,I.FAC.Faculty.No..2,I.FAC.Faculty.No..3,I.FAC.Faculty.No..4,I.FAC.Faculty.No..5,I.FAC.Faculty.No..6,I.FAC.Faculty.No..7,I.FAC.Faculty.No..8,I.FAC.Faculty.No..9,I.FAC.Grant.Status,I.NUM.A..1,I.NUM.A..10,I.NUM.A..11,I.NUM.A..12,I.NUM.A..13,I.NUM.A..14,I.NUM.A..15,I.NUM.A..2,I.NUM.A..3,I.NUM.A..4,I.NUM.A..5,I.NUM.A..6,I.NUM.A..7,I.NUM.A..8,I.NUM.A..9,I.NUM.A.1,I.NUM.A.10,I.NUM.A.11,I.NUM.A.12,I.NUM.A.13,I.NUM.A.14,I.NUM.A.15,I.NUM.A.2,I.NUM.A.3,I.NUM.A.4,I.NUM.A.5,I.NUM.A.6,I.NUM.A.7,I.NUM.A.8,I.NUM.A.9,I.NUM.B.1,I.NUM.B.10,I.NUM.B.11,I.NUM.B.12,I.NUM.B.13,I.NUM.B.14,I.NUM.B.15,I.NUM.B.2,I.NUM.B.3,I.NUM.B.4,I.NUM.B.5,I.NUM.B.6,I.NUM.B.7,I.NUM.B.8,I.NUM.B.9,I.NUM.C.1,I.NUM.C.10,I.NUM.C.11,I.NUM.C.12,I.NUM.C.13,I.NUM.C.14,I.NUM.C.15,I.NUM.C.2,I.NUM.C.3,I.NUM.C.4,I.NUM.C.5,I.NUM.C.6,I.NUM.C.7,I.NUM.C.8,I.NUM.C.9,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.1,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.10,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.11,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.12,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.13,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.14,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.15,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.2,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.3,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.4,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.5,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.6,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.7,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.8,I.NUM.No..of.Years.in.Uni.at.Time.of.Grant.9,I.NUM.Number.of.Successful.Grant.1,I.NUM.Number.of.Successful.Grant.10,I.NUM.Number.of.Successful.Grant.11,I.NUM.Number.of.Successful.Grant.12,I.NUM.Number.of.Successful.Grant.13,I.NUM.Number.of.Successful.Grant.14,I.NUM.Number.of.Successful.Grant.15,I.NUM.Number.of.Successful.Grant.2,I.NUM.Number.of.Successful.Grant.3,I.NUM.Number.of.Successful.Grant.4,I.NUM.Number.of.Successful.Grant.5,I.NUM.Number.of.Successful.Grant.6,I.NUM.Number.of.Successful.Grant.7,I.NUM.Number.of.Successful.Grant.8,I.NUM.Number.of.Successful.Grant.9,I.NUM.Number.of.Unsuccessful.Grant.1,I.NUM.Number.of.Unsuccessful.Grant.10,I.NUM.Number.of.Unsuccessful.Grant.11,I.NUM.Number.of.Unsuccessful.Grant.12,I.NUM.Number.of.Unsuccessful.Grant.13,I.NUM.Number.of.Unsuccessful.Grant.14,I.NUM.Number.of.Unsuccessful.Grant.15,I.NUM.Number.of.Unsuccessful.Grant.2,I.NUM.Number.of.Unsuccessful.Grant.3,I.NUM.Number.of.Unsuccessful.Grant.4,I.NUM.Number.of.Unsuccessful.Grant.5,I.NUM.Number.of.Unsuccessful.Grant.6,I.NUM.Number.of.Unsuccessful.Grant.7,I.NUM.Number.of.Unsuccessful.Grant.8,I.NUM.Number.of.Unsuccessful.Grant.9,I.NUM.Start.date,I.NUM.Year.of.Birth.1,I.NUM.Year.of.Birth.10,I.NUM.Year.of.Birth.11,I.NUM.Year.of.Birth.12,I.NUM.Year.of.Birth.13,I.NUM.Year.of.Birth.14,I.NUM.Year.of.Birth.15,I.NUM.Year.of.Birth.2,I.NUM.Year.of.Birth.3,I.NUM.Year.of.Birth.4,I.NUM.Year.of.Birth.5,I.NUM.Year.of.Birth.6,I.NUM.Year.of.Birth.7,I.NUM.Year.of.Birth.8,I.NUM.Year.of.Birth.9,S.FAC.Contract.Value.Band...see.note.A,S.FAC.Country.of.Birth.1,S.FAC.Country.of.Birth.10,S.FAC.Country.of.Birth.11,S.FAC.Country.of.Birth.12,S.FAC.Country.of.Birth.13,S.FAC.Country.of.Birth.14,S.FAC.Country.of.Birth.15,S.FAC.Country.of.Birth.2,S.FAC.Country.of.Birth.3,S.FAC.Country.of.Birth.4,S.FAC.Country.of.Birth.5,S.FAC.Country.of.Birth.6,S.FAC.Country.of.Birth.7,S.FAC.Country.of.Birth.8,S.FAC.Country.of.Birth.9,S.FAC.Grant.Category.Code,S.FAC.Home.Language.1,S.FAC.Home.Language.10,S.FAC.Home.Language.11,S.FAC.Home.Language.12,S.FAC.Home.Language.13,S.FAC.Home.Language.14,S.FAC.Home.Language.15,S.FAC.Home.Language.2,S.FAC.Home.Language.3,S.FAC.Home.Language.4,S.FAC.Home.Language.5,S.FAC.Home.Language.6,S.FAC.Home.Language.7,S.FAC.Home.Language.8,S.FAC.Home.Language.9,S.FAC.Role.1,S.FAC.Role.10,S.FAC.Role.11,S.FAC.Role.12,S.FAC.Role.13,S.FAC.Role.14,S.FAC.Role.15,S.FAC.Role.2,S.FAC.Role.3,S.FAC.Role.4,S.FAC.Role.5,S.FAC.Role.6,S.FAC.Role.7,S.FAC.Role.8,S.FAC.Role.9,S.FAC.With.PHD.1,S.FAC.With.PHD.10,S.FAC.With.PHD.11,S.FAC.With.PHD.12,S.FAC.With.PHD.13,S.FAC.With.PHD.14,S.FAC.With.PHD.15,S.FAC.With.PHD.2,S.FAC.With.PHD.3,S.FAC.With.PHD.4,S.FAC.With.PHD.5,S.FAC.With.PHD.6,S.FAC.With.PHD.7,S.FAC.With.PHD.8,S.FAC.With.PHD.9
6746,25,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,E,Australia,,,,,,,,,,,,,,,30D,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6747,25,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,B,Australia,,,,,,,,,,,,,,,30D,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6748,25,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1980,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,30D,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6749,25,,,,,,,25,,,,,,,,0,1,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,3,,,,,,,,2,,,,,,,17,,,,,,,,,1965,,,,,,,1950,,,,,,,,B,,,,,,,,Australia,,,,,,,,30D,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6750,118,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,F,Australia,,,,,,,,,,,,,,,10A,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6751,25,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,B,Australia,,,,,,,,,,,,,,,30D,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6752,118,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,C,Australia,,,,,,,,,,,,,,,10A,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6753,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,30D,,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6754,25,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1960,,,,,,,,,,,,,,,E,Australia,,,,,,,,,,,,,,,30G,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6755,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,30B,,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6756,,,,,,,,,25,,,,,,,0,0,,,,,,,0,9,,,,,,,0,,,,,,,0,16,,,,,,,0,,,,,,,0,11,,,,,,,0,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,,,,,,,0,,,,,,,0,5,,,,,,,,1975,,,,,,,1975,1955,,,,,,,,,,,,,,,,Australia,,,,,,,30C,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,CHIEF_INVESTIGATOR,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6757,1,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1955,,,,,,,,,,,,,,,G,Australia,,,,,,,,,,,,,,,20C,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6758,25,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1945,,,,,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,30C,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6759,25,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,C,Australia,,,,,,,,,,,,,,,30B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6760,25,,,,,,,25,25,,,,,,,0,1,,,,,,,0,7,,,,,,,7,,,,,,,0,10,,,,,,,4,,,,,,,0,10,,,,,,,5,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,4,,,,,,,1,,,,,,,0,4,,,,,,,,1960,,,,,,,1965,1955,,,,,,,D,Australia,,,,,,,Great Britain,Western Europe,,,,,,,30G,,,,,,,,English,,,,,,,,PRINCIPAL_SUPERVISOR,,,,,,,CHIEF_INVESTIGATOR,CHIEF_INVESTIGATOR,,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6761,25,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1975,,,,,,,,,,,,,,,B,Australia,,,,,,,,,,,,,,,30B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6762,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,30B,,,,,,,,,,,,,,,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6763,25,,,,,,,25,25,,,,,,,1,6,,,,,,,0,7,,,,,,,25,,,,,,,0,25,,,,,,,14,,,,,,,0,37,,,,,,,14,,,,,,,0,24,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,1,,,,,,,2,,,,,,,4,0,,,,,,,,1965,,,,,,,1955,1960,,,,,,,A,Great Britain,,,,,,,Australia,Australia,,,,,,,10B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,CHIEF_INVESTIGATOR,EXT_CHIEF_INVESTIGATOR,EXT_CHIEF_INVESTIGATOR,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6764,25,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1975,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,30B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6765,25,,,,,,,25,,,,,,,,0,3,,,,,,,0,,,,,,,,7,,,,,,,0,,,,,,,,8,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,4,,,,,,,1,,,,,,,,,1970,,,,,,,1975,,,,,,,,C,Australia,,,,,,,Australia,,,,,,,,30B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,EXT_CHIEF_INVESTIGATOR,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6766,25,,,,,,,,,,,,,,,0,9,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,B,Australia,,,,,,,,,,,,,,,30C,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6767,25,,,,,,,,,,,,,,,0,5,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,C,Australia,,,,,,,,,,,,,,,30C,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6768,25,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1975,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,10A,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6769,25,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,F,Eastern Europe,,,,,,,,,,,,,,,20A,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6770,31,,,,,,,31,,,,,,,,1,0,,,,,,,0,,,,,,,,4,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,0,,,,,,,0,,,,,,,,,1980,,,,,,,1975,,,,,,,,A,,,,,,,,North America,,,,,,,,20C,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,STUD_CHIEF_INVESTIGATOR,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6771,25,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1960,,,,,,,,,,,,,,,D,Australia,,,,,,,,,,,,,,,30C,,,,,,,,,,,,,,,,PRINCIPAL_SUPERVISOR,,,,,,,STUD_CHIEF_INVESTIGATOR,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6772,31,,,,,,,31,,,,,,,,1,4,,,,,,,0,,,,,,,,6,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,0,,,,,,,0,,,,,,,,,1975,,,,,,,1980,,,,,,,,A,North America,,,,,,,,,,,,,,,20C,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,STUD_CHIEF_INVESTIGATOR,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6773,19,,,,,,,19,,,,,,,,1,0,,,,,,,0,,,,,,,,0,,,,,,,0,,,,,,,,1,,,,,,,0,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,0,,,,,,,2,,,,,,,,,1970,,,,,,,1945,,,,,,,,A,Australia,,,,,,,Australia,,,,,,,,30B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6774,25,,,,,,,,25,,,,,,,0,2,,,,,,,0,3,,,,,,,5,,,,,,,0,22,,,,,,,6,,,,,,,0,20,,,,,,,1,,,,,,,0,19,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,1,,,,,,,6,,,,,,,0,3,,,,,,,,1975,,,,,,,1965,1965,,,,,,,F,,,,,,,,,Australia,,,,,,,30D,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,CHIEF_INVESTIGATOR,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
6775,25,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,1975,,,,,,,,,,,,,,,B,Middle East and Africa,,,,,,,,,,,,,,,30B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6776,19,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,F,Australia,,,,,,,,,,,,,,,20A,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6777,25,,,,,,,25,,,,,,,,0,5,,,,,,,0,,,,,,,,6,,,,,,,0,,,,,,,,9,,,,,,,0,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,3,,,,,,,,,1950,,,,,,,1950,,,,,,,,A,Great Britain,,,,,,,Great Britain,,,,,,,,20C,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,STUD_CHIEF_INVESTIGATOR,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6778,31,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1975,,,,,,,,,,,,,,,,Asia Pacific,,,,,,,,,,,,,,,30B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6779,25,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1965,,,,,,,,,,,,,,,A,Australia,,,,,,,,,,,,,,,30B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6780,10,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1955,,,,,,,,,,,,,,,B,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6781,25,,,,,,,25,25,25,,,,,,1,16,,,,,,,0,1,3,,,,,,17,,,,,,,0,1,3,,,,,,23,,,,,,,0,3,1,,,,,,4,,,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,1,1,,,,,,11,,,,,,,9,4,2,,,,,,,1960,,,,,,,1970,1970,1960,,,,,,C,Australia,,,,,,,Australia,Eastern Europe,Australia,,,,,,30D,,,,,,,,,Other,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,CHIEF_INVESTIGATOR,PRINCIPAL_SUPERVISOR,,,,,,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
6782,46,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,D,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6783,25,,,,,,,,,25,,,,,,1,0,,,,,,,0,0,6,0,,,,,2,,,,,,,0,0,2,0,,,,,3,,,,,,,0,4,17,4,,,,,0,,,,,,,0,2,12,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,0,3,0,,,,,3,,,,,,,0,0,1,0,,,,,,1970,,,,,,,1975,1975,1960,1970,,,,,D,Australia,,,,,,,,,Australia,,,,,,10B,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,CHIEF_INVESTIGATOR,CHIEF_INVESTIGATOR,DELEGATED_RESEARCHER,EXT_CHIEF_INVESTIGATOR,EXT_CHIEF_INVESTIGATOR,STUD_CHIEF_INVESTIGATOR,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6784,25,,,,,,,25,25,,,,,,,1,5,,,,,,,0,8,,,,,,,4,,,,,,,0,13,,,,,,,2,,,,,,,0,11,,,,,,,0,,,,,,,0,7,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,2,,,,,,,2,,,,,,,0,0,,,,,,,,1960,,,,,,,1960,1945,,,,,,,C,Australia,,,,,,,Australia,Australia,,,,,,,10A,,,,,,,,,,,,,,,,CHIEF_INVESTIGATOR,,,,,,,CHIEF_INVESTIGATOR,CHIEF_INVESTIGATOR,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6785,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,10A,,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,EXT_CHIEF_INVESTIGATOR,EXT_CHIEF_INVESTIGATOR,EXT_CHIEF_INVESTIGATOR,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
